url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,phishing,domain_age,domain_entropy,is_suspicious_tld,subdomain_depth,has_A_record,has_MX_record,num_nameservers,dns_ttl,has_https,cert_age_days,days_until_expiry,is_self_signed,is_flagged_safe_browsing
59,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
65,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
51,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
35,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
67,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
66,5,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
59,3,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
47,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
63,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
106,3,0,1,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
54,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
48,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
40,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
531,3,10,3,4,0,11,1,10,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
54,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
37,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
115,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
92,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
247,7,0,0,3,0,13,0,12,0,0,0,1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
246,2,4,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
177,4,0,2,6,0,3,0,1,0,0,0,0,0,0,0,0,3,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
17,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
63,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
83,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
74,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
36,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
67,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
103,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
79,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
59,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
68,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
44,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
56,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
56,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
102,3,4,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
57,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
22,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
51,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
35,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
72,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
27,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
57,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
99,6,0,0,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
120,3,2,2,1,0,2,0,2,0,0,0,0,0,0,0,0,5,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
108,2,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
62,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
269,4,0,0,3,0,3,1,7,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
28,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
50,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
69,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
61,6,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
62,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
62,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
54,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
26,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
75,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
81,1,1,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
36,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
49,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
105,3,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
49,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
36,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
38,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
94,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
43,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
65,4,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
21,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
68,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
90,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
43,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
40,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
36,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
91,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
139,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
168,3,1,6,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
89,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
282,14,1,0,4,1,11,1,9,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
65,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
28,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
56,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
55,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
380,2,0,1,2,0,3,10,14,0,0,0,0,0,12,0,10,46,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
58,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
47,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
112,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
68,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
94,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
47,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
1098,2,2,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
261,3,5,3,5,0,3,0,2,0,0,0,0,0,0,0,0,12,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
50,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
38,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
53,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
46,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
104,6,3,1,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
202,2,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
63,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
41,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
49,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
32,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
151,5,1,0,4,0,7,1,6,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
203,4,4,3,8,0,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
56,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
49,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
55,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
67,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
27,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
287,17,0,0,3,1,5,1,10,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
42,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
65,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
107,5,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
42,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
67,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
51,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
24,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
60,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
165,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
42,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
96,2,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
50,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
33,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
237,5,6,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
55,2,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
82,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
34,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
155,6,2,0,5,0,5,1,5,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
113,4,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,4,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
62,5,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
179,2,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
69,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
174,3,2,3,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
282,14,1,0,7,1,6,0,10,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
37,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
62,5,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
74,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
71,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
53,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
36,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
202,2,1,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
68,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
80,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
263,4,0,1,1,0,11,0,10,0,0,0,0,0,0,0,0,6,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
72,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
33,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
120,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
85,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
231,6,2,0,3,0,11,1,11,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
79,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
37,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
235,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
41,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
40,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
263,3,1,3,5,0,2,0,1,0,0,0,0,0,0,0,0,17,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
57,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
62,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
52,5,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
316,5,7,11,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
41,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
95,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
46,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
48,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
240,4,1,0,8,0,1,1,0,0,0,0,0,0,0,0,0,52,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
27,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
121,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
108,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
121,2,1,6,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
42,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
70,4,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
99,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
55,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
53,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
